TgID,PfID,PbID,toxophenotype
TGGT1_226580,PF3D7_1459400,PBANKA_1323000,-4.07
TGGT1_290650,#N/A,#N/A,-4.07
TGGT1_222200,PF3D7_0618400,PBANKA_1117600,-4.07
TGGT1_294700,PF3D7_0821600,PBANKA_0709200,-4.07
TGGT1_266930,PF3D7_1353500,PBANKA_1130100,-4.07
TGGT1_259130,PF3D7_0607500,PBANKA_0106100,-4.07
TGGT1_258060,PF3D7_0927100,PBANKA_0827900,-4.07
TGGT1_257150,PF3D7_1128600,PBANKA_0919600,-4.07
TGGT1_311460,#N/A,#N/A,-4.07
TGGT1_222150,#N/A,#N/A,-4.07
TGGT1_229490,PF3D7_1111800,PBANKA_0935800,-4.07
TGGT1_314540,#N/A,#N/A,-4.07
TGGT1_215100,#N/A,#N/A,-4.07
TGGT1_209290,PF3D7_1461300,PBANKA_1325000,-4.07
TGGT1_281980,PF3D7_1409900,PBANKA_1032600,-4.06
TGGT1_270370,PF3D7_1118100,PBANKA_0930000,-4.06
TGGT1_292160,PF3D7_0926900,PBANKA_0827700,-4.06
TGGT1_240510,#N/A,#N/A,-4.06
TGGT1_218770,#N/A,#N/A,-4.06
TGGT1_209540,#N/A,#N/A,-4.06
TGGT1_286410,PF3D7_0621700,PBANKA_1120600,-4.06
TGGT1_208540,PF3D7_0827000,PBANKA_0703700,-4.06
TGGT1_306260,#N/A,#N/A,-4.06
TGGT1_216240,#N/A,#N/A,-4.06
TGGT1_217350,PF3D7_0729500,PBANKA_0213600,-4.05
TGGT1_218220,PF3D7_1356900,PBANKA_1133200,-4.05
TGGT1_280440,PF3D7_0606200,PBANKA_0105000,-4.05
TGGT1_231370,#N/A,#N/A,-4.05
TGGT1_209910,#N/A,#N/A,-4.05
TGGT1_257350,PF3D7_1312900,PBANKA_1411300,-4.05
TGGT1_301010,PF3D7_0314400,PBANKA_0412100,-4.05
TGGT1_250080,#N/A,#N/A,-4.05
TGGT1_227115,#N/A,#N/A,-4.04
TGGT1_242435,#N/A,#N/A,-4.04
TGGT1_246620,PF3D7_0522800,PBANKA_1237500,-4.04
TGGT1_224320,#N/A,#N/A,-4.04
TGGT1_314515,#N/A,#N/A,-4.04
TGGT1_288750,PF3D7_1012300,PBANKA_1210700,-4.04
TGGT1_216820,#N/A,#N/A,-4.04
TGGT1_226080A,#N/A,#N/A,-4.04
TGGT1_309580,PF3D7_1104800,PBANKA_0942100,-4.04
TGGT1_298030,PF3D7_0211300,PBANKA_0308100,-4.04
TGGT1_315670,PF3D7_1319700,PBANKA_1418200,-4.03
TGGT1_212110,#N/A,#N/A,-4.03
TGGT1_219832,#N/A,#N/A,-4.03
TGGT1_209140,PF3D7_1224500,PBANKA_1439400,-4.03
TGGT1_256760,PF3D7_0626800,PBANKA_1125600,-4.03
TGGT1_225510,PF3D7_0815100,PBANKA_1422500,-4.03
TGGT1_223490,#N/A,#N/A,-4.03
TGGT1_261570,PF3D7_1424400,PBANKA_1019400,-4.03
TGGT1_267030,#N/A,#N/A,-4.03
TGGT1_250730,#N/A,#N/A,-4.03
TGGT1_271300,PF3D7_1027400,PBANKA_0511500,-4.03
TGGT1_273960,#N/A,#N/A,-4.02
TGGT1_248740,#N/A,#N/A,-4.02
TGGT1_233540,#N/A,#N/A,-4.02
TGGT1_206670,#N/A,#N/A,-4.02
TGGT1_275430,#N/A,#N/A,-4.02
TGGT1_309140,#N/A,#N/A,-4.02
TGGT1_224900,#N/A,#N/A,-4.02
TGGT1_313160,PF3D7_0105100,PBANKA_0208200,-4.02
TGGT1_286440,PF3D7_0323500,PBANKA_1215000,-4.01
TGGT1_244600,#N/A,#N/A,-4.01
TGGT1_289950,PF3D7_1447200,PBANKA_1311000,-4.01
TGGT1_225550,PF3D7_0927900,PBANKA_0828700,-4.01
TGGT1_202568,#N/A,#N/A,-4.01
TGGT1_292330,#N/A,#N/A,-4.01
TGGT1_285970,PF3D7_0713600,PBANKA_1420200,-4.01
TGGT1_310710,PF3D7_1027200,PBANKA_0511300,-4.01
TGGT1_261210,PF3D7_1017900,PBANKA_0502200,-4.01
TGGT1_237450,#N/A,#N/A,-4.01
TGGT1_205580,#N/A,#N/A,-4.01
TGGT1_297925,#N/A,#N/A,-4.01
TGGT1_201800,#N/A,#N/A,-4.01
TGGT1_305460,PF3D7_1434600,PBANKA_1010200,-4.01
TGGT1_248790,#N/A,#N/A,-4
TGGT1_266960,#N/A,#N/A,-4
TGGT1_201710,PF3D7_1226700,PBANKA_1441500,-4
TGGT1_314415,PF3D7_1368000,PBANKA_1143900,-4
TGGT1_232220,#N/A,#N/A,-4
TGGT1_231640,PF3D7_0304000,PBANKA_0402600,-4
TGGT1_245580,#N/A,#N/A,-4
TGGT1_297430,#N/A,#N/A,-4
TGGT1_221250,#N/A,#N/A,-4
TGGT1_231200,#N/A,#N/A,-4
TGGT1_263440,#N/A,#N/A,-3.99
TGGT1_202880,PF3D7_0811100,PBANKA_1426400,-3.99
TGGT1_295730,#N/A,#N/A,-3.99
TGGT1_221280,#N/A,#N/A,-3.99
TGGT1_300340,#N/A,#N/A,-3.99
TGGT1_232640,#N/A,#N/A,-3.99
TGGT1_252440,PF3D7_1128700,PBANKA_0919500,-3.99
TGGT1_259600,#N/A,#N/A,-3.99
TGGT1_289700,#N/A,#N/A,-3.99
TGGT1_214850,PF3D7_1467300,PBANKA_1330600,-3.98
TGGT1_316770,PF3D7_0826400,PBANKA_0704200,-3.98
TGGT1_233890,#N/A,#N/A,-3.98
TGGT1_318420,PF3D7_0531200,PBANKA_1245600,-3.98
TGGT1_307770,#N/A,#N/A,-3.98
TGGT1_263040,PF3D7_0813900,PBANKA_1423600,-3.98
TGGT1_237100,PF3D7_1226500,PBANKA_1441300,-3.97
TGGT1_212170,#N/A,#N/A,-3.97
TGGT1_260810,#N/A,#N/A,-3.97
TGGT1_207800,PF3D7_1242500,PBANKA_1455900,-3.97
TGGT1_309020,PF3D7_0612600,PBANKA_0110900,-3.97
TGGT1_305320,PF3D7_1414600,PBANKA_1028100,-3.97
TGGT1_289510,#N/A,#N/A,-3.97
TGGT1_240430,#N/A,#N/A,-3.97
TGGT1_216740A,#N/A,#N/A,-3.97
TGGT1_299900,#N/A,#N/A,-3.96
TGGT1_207960,PF3D7_1107200,PBANKA_0939700,-3.96
TGGT1_215590,PF3D7_1034400,PBANKA_0518200,-3.96
TGGT1_226090,PF3D7_1202000,PBANKA_0601000,-3.96
TGGT1_257800,PF3D7_1232900,PBANKA_1447600,-3.96
TGGT1_237150,PF3D7_1457000,PBANKA_1320700,-3.96
TGGT1_225380,PF3D7_1012100,PBANKA_1210500,-3.96
TGGT1_257390,#N/A,#N/A,-3.96
TGGT1_311240,PF3D7_1437900,PBANKA_0610900,-3.96
TGGT1_308580,PF3D7_1414900,PBANKA_1027800,-3.96
TGGT1_222180,PF3D7_1336600,PBANKA_1350400,-3.96
TGGT1_277680,PF3D7_1415900,PBANKA_1026800,-3.96
TGGT1_319340,#N/A,#N/A,-3.96
TGGT1_226870B,#N/A,#N/A,-3.96
TGGT1_222030,#N/A,#N/A,-3.95
TGGT1_243200,#N/A,#N/A,-3.95
TGGT1_264710,PF3D7_0505600,PBANKA_1105200,-3.95
TGGT1_264160,#N/A,#N/A,-3.95
TGGT1_261080,#N/A,#N/A,-3.95
TGGT1_242030,#N/A,#N/A,-3.95
TGGT1_268960,#N/A,#N/A,-3.95
TGGT1_313280,PF3D7_1209400,PBANKA_0607800,-3.95
TGGT1_253530,#N/A,#N/A,-3.95
TGGT1_310430B,#N/A,#N/A,-3.95
TGGT1_216170,PF3D7_0716600,PBANKA_0614300,-3.95
TGGT1_221600,PF3D7_1020500,PBANKA_0504700,-3.95
TGGT1_240780,#N/A,#N/A,-3.95
TGGT1_215710,#N/A,#N/A,-3.95
TGGT1_205030,PF3D7_1011200,PBANKA_1209600,-3.94
TGGT1_316570A,#N/A,#N/A,-3.94
TGGT1_299200,PF3D7_0418500,PBANKA_0720600,-3.94
TGGT1_225250,#N/A,#N/A,-3.94
TGGT1_276190,#N/A,#N/A,-3.94
TGGT1_232970,#N/A,#N/A,-3.94
TGGT1_231910,PF3D7_1311300,PBANKA_1409800,-3.94
TGGT1_237020,#N/A,#N/A,-3.94
TGGT1_288620,#N/A,#N/A,-3.94
TGGT1_284540,PF3D7_1310000,PBANKA_1408500,-3.94
TGGT1_264610,#N/A,#N/A,-3.94
TGGT1_242680,PF3D7_0506100,PBANKA_1105700,-3.94
TGGT1_214250,PF3D7_0722700,PBANKA_0620200,-3.94
TGGT1_243250,#N/A,#N/A,-3.94
TGGT1_278975,PF3D7_1416200,PBANKA_1026500,-3.93
TGGT1_289000,#N/A,#N/A,-3.93
TGGT1_271420,PF3D7_1209600,PBANKA_0608000,-3.93
TGGT1_270510,#N/A,#N/A,-3.93
TGGT1_312140,#N/A,#N/A,-3.93
TGGT1_257020,#N/A,#N/A,-3.93
TGGT1_285760,PF3D7_0804800,PBANKA_1225800,-3.93
TGGT1_313390,PF3D7_1338200,PBANKA_1351900,-3.92
TGGT1_306960,PF3D7_1104000,PBANKA_0942900,-3.92
TGGT1_218940,PF3D7_0815400,PBANKA_0715400,-3.92
TGGT1_239720,#N/A,#N/A,-3.92
TGGT1_246580,#N/A,#N/A,-3.92
TGGT1_311870,PF3D7_0816000,PBANKA_0714800,-3.92
TGGT1_294670,#N/A,#N/A,-3.91
TGGT1_264890,#N/A,#N/A,-3.91
TGGT1_276170,PF3D7_0311300,PBANKA_0409300,-3.91
TGGT1_215490,#N/A,#N/A,-3.91
TGGT1_229690,PF3D7_1126100,PBANKA_0922200,-3.91
TGGT1_204120,#N/A,#N/A,-3.91
TGGT1_236520,PF3D7_1460200,PBANKA_1323900,-3.91
TGGT1_213950,#N/A,#N/A,-3.91
TGGT1_247380,PF3D7_1029400,PBANKA_0513400,-3.91
TGGT1_290660,PF3D7_0606500,PBANKA_0105200,-3.91
TGGT1_306250,#N/A,#N/A,-3.91
TGGT1_223480,#N/A,#N/A,-3.9
TGGT1_283878,#N/A,#N/A,-3.9
TGGT1_320470,PF3D7_0611100,PBANKA_0109400,-3.9
TGGT1_267350,PF3D7_1125500,PBANKA_0922800,-3.9
TGGT1_251620,PF3D7_0408500,PBANKA_1006100,-3.9
TGGT1_259570,PF3D7_1349400,PBANKA_1362200,-3.9
TGGT1_220110,#N/A,#N/A,-3.9
TGGT1_247410,PF3D7_0825400,PBANKA_0705200,-3.9
TGGT1_268010,#N/A,#N/A,-3.9
TGGT1_299100,#N/A,#N/A,-3.89
TGGT1_202460,PF3D7_1471400,PBANKA_1334600,-3.89
TGGT1_264420,#N/A,#N/A,-3.89
TGGT1_288610,#N/A,#N/A,-3.89
TGGT1_207370,#N/A,#N/A,-3.89
TGGT1_283590B,#N/A,#N/A,-3.89
TGGT1_224240,#N/A,PBANKA_1007700,-3.89
TGGT1_278220,PF3D7_0626900,PBANKA_1125700,-3.89
TGGT1_268330,#N/A,#N/A,-3.88
TGGT1_258826,#N/A,#N/A,-3.88
TGGT1_246950,#N/A,#N/A,-3.88
TGGT1_271430,#N/A,#N/A,-3.88
TGGT1_290030,PF3D7_1360000,PBANKA_1136200,-3.88
TGGT1_262560,#N/A,#N/A,-3.88
TGGT1_294310,PF3D7_0512100,PBANKA_1111700,-3.88
TGGT1_268990,#N/A,#N/A,-3.88
TGGT1_293050,PF3D7_0310700,PBANKA_0408700,-3.88
TGGT1_242010,PF3D7_1244000,PBANKA_1457300,-3.88
TGGT1_215700,PF3D7_0515300,PBANKA_1114900,-3.88
TGGT1_213670,#N/A,#N/A,-3.88
TGGT1_202870,PF3D7_0912500,PBANKA_0813500,-3.88
TGGT1_273580,#N/A,#N/A,-3.87
TGGT1_229030,PF3D7_0320700,PBANKA_1217800,-3.87
TGGT1_294430,PF3D7_0716100,PBANKA_0613800,-3.87
TGGT1_249320,#N/A,#N/A,-3.87
TGGT1_312390,PF3D7_0624100,PBANKA_1123000,-3.87
TGGT1_272490,#N/A,#N/A,-3.87
TGGT1_314790,PF3D7_0822300,PBANKA_0708400,-3.87
TGGT1_290570,#N/A,#N/A,-3.87
TGGT1_299810,PF3D7_1015200,PBANKA_1213600,-3.87
TGGT1_228000,PF3D7_0619900,PBANKA_1119100,-3.87
TGGT1_318170,#N/A,#N/A,-3.87
TGGT1_269180,#N/A,#N/A,-3.86
TGGT1_363980,#N/A,#N/A,-3.86
TGGT1_207120,#N/A,#N/A,-3.86
TGGT1_311290,PF3D7_1331600,PBANKA_1346500,-3.86
TGGT1_262150,PF3D7_1343700,PBANKA_1356700,-3.85
TGGT1_260410,#N/A,#N/A,-3.85
TGGT1_258720,PF3D7_1237800,PBANKA_1452400,-3.85
TGGT1_291950,#N/A,#N/A,-3.85
TGGT1_240380,PF3D7_1313600,PBANKA_1412000,-3.85
TGGT1_242780,#N/A,#N/A,-3.85
TGGT1_319860,PF3D7_0630300,PBANKA_1129100,-3.85
TGGT1_230010,#N/A,#N/A,-3.85
TGGT1_313200,#N/A,#N/A,-3.85
TGGT1_202080,#N/A,#N/A,-3.85
TGGT1_294750,PF3D7_1366200,PBANKA_1142000,-3.85
TGGT1_360500,#N/A,#N/A,-3.84
TGGT1_203358,#N/A,#N/A,-3.84
TGGT1_231970,PF3D7_0405400,PBANKA_1003100,-3.84
TGGT1_229920,PF3D7_0306500,PBANKA_0404900,-3.84
TGGT1_309960A,#N/A,#N/A,-3.84
TGGT1_316120,PF3D7_1411600,PBANKA_1030900,-3.84
TGGT1_229250B,#N/A,#N/A,-3.84
TGGT1_204400,PF3D7_0217100,PBANKA_0313800,-3.84
TGGT1_216930,PF3D7_1316600,PBANKA_1415100,-3.84
TGGT1_244430,PF3D7_1227900,PBANKA_1442600,-3.84
TGGT1_208010,#N/A,#N/A,-3.84
TGGT1_222990,PF3D7_1211500,PBANKA_0610000,-3.84
TGGT1_315930,#N/A,#N/A,-3.84
TGGT1_243290,#N/A,#N/A,-3.84
TGGT1_215950,#N/A,#N/A,-3.83
TGGT1_306290,#N/A,#N/A,-3.83
TGGT1_243340,#N/A,#N/A,-3.83
TGGT1_253290,PF3D7_1461900,PBANKA_1325600,-3.82
TGGT1_289190,PF3D7_1310800,PBANKA_1409300,-3.82
TGGT1_258500,#N/A,#N/A,-3.81
TGGT1_316530,#N/A,#N/A,-3.81
TGGT1_297480,#N/A,#N/A,-3.81
TGGT1_263060,#N/A,#N/A,-3.81
TGGT1_210430,#N/A,#N/A,-3.81
TGGT1_248850,#N/A,#N/A,-3.81
TGGT1_257640,#N/A,#N/A,-3.81
TGGT1_216530,PF3D7_0420400,PBANKA_0521800,-3.81
TGGT1_273070,#N/A,#N/A,-3.81
TGGT1_310300,#N/A,#N/A,-3.8
TGGT1_260630,PF3D7_1318800,PBANKA_1417300,-3.8
TGGT1_291620,#N/A,#N/A,-3.8
TGGT1_306280,PF3D7_0822100,PBANKA_0708700,-3.8
TGGT1_224860,PF3D7_0410400,PBANKA_1007800,-3.8
TGGT1_315810,PF3D7_1120500,PBANKA_0927800,-3.8
TGGT1_261780,#N/A,#N/A,-3.8
TGGT1_226940,PF3D7_1414700,PBANKA_1028000,-3.8
TGGT1_289120,#N/A,#N/A,-3.8
TGGT1_290605,#N/A,#N/A,-3.8
TGGT1_226590,PF3D7_1361700,PBANKA_1137700,-3.8
TGGT1_272040,#N/A,#N/A,-3.8
TGGT1_305090,#N/A,#N/A,-3.8
TGGT1_226460,#N/A,#N/A,-3.8
TGGT1_224020,#N/A,#N/A,-3.8
TGGT1_224580,PF3D7_1420000,PBANKA_1023200,-3.8
TGGT1_242460,PF3D7_1241600,PBANKA_1455000,-3.8
TGGT1_257070,#N/A,#N/A,-3.79
TGGT1_231040,PF3D7_1427800,PBANKA_1016800,-3.79
TGGT1_254910,#N/A,#N/A,-3.79
TGGT1_263760,#N/A,#N/A,-3.79
TGGT1_284010,PF3D7_0203900,PBANKA_0301700,-3.78
TGGT1_249530,PF3D7_0302900,PBANKA_0401500,-3.78
TGGT1_305620,#N/A,#N/A,-3.78
TGGT1_238880,#N/A,#N/A,-3.78
TGGT1_267550,PF3D7_1032800,PBANKA_0516600,-3.78
TGGT1_233400,PF3D7_0110900,PBANKA_0202800,-3.78
TGGT1_249900,#N/A,#N/A,-3.78
TGGT1_239420,PF3D7_1104900,PBANKA_0942000,-3.77
TGGT1_273400,#N/A,#N/A,-3.77
TGGT1_203270,#N/A,#N/A,-3.77
TGGT1_319930,#N/A,#N/A,-3.76
TGGT1_293320,#N/A,#N/A,-3.76
TGGT1_221900,#N/A,#N/A,-3.76
TGGT1_312590,#N/A,#N/A,-3.76
TGGT1_293610,PF3D7_1472900,PBANKA_1336100,-3.76
TGGT1_283590A,#N/A,#N/A,-3.76
TGGT1_245510,#N/A,#N/A,-3.76
TGGT1_248200,#N/A,#N/A,-3.76
TGGT1_220350,#N/A,#N/A,-3.76
TGGT1_226970,PF3D7_0317600,PBANKA_0807600,-3.75
TGGT1_305640,PF3D7_0318600,PBANKA_0806600,-3.75
TGGT1_294190,PF3D7_1017200,PBANKA_0501500,-3.75
TGGT1_275990,#N/A,#N/A,-3.75
TGGT1_409790,#N/A,#N/A,-3.75
TGGT1_236570,#N/A,#N/A,-3.75
TGGT1_207400,PF3D7_1015100,PBANKA_1213500,-3.75
TGGT1_207840,PF3D7_1242700,PBANKA_1456100,-3.75
TGGT1_268750,PF3D7_1320900,PBANKA_1419200,-3.75
TGGT1_250060,PF3D7_0407300,PBANKA_1004900,-3.75
TGGT1_290310,#N/A,#N/A,-3.75
TGGT1_229670,PF3D7_0306900,PBANKA_0405300,-3.75
TGGT1_233720,PF3D7_1213700,PBANKA_1429500,-3.75
TGGT1_228340,#N/A,#N/A,-3.75
TGGT1_266070,PF3D7_0503800,PBANKA_1103400,-3.75
TGGT1_224270,#N/A,#N/A,-3.75
TGGT1_310330,#N/A,#N/A,-3.74
TGGT1_230690,#N/A,#N/A,-3.74
TGGT1_211010,#N/A,#N/A,-3.74
TGGT1_223580,PF3D7_1465200,PBANKA_1328600,-3.74
TGGT1_209550,PF3D7_1315200,PBANKA_1413700,-3.74
TGGT1_202920,PF3D7_0922400,PBANKA_0823300,-3.74
TGGT1_219320,#N/A,#N/A,-3.74
TGGT1_221340,#N/A,#N/A,-3.74
TGGT1_286190,#N/A,#N/A,-3.74
TGGT1_244320,#N/A,#N/A,-3.74
TGGT1_224720,PF3D7_1445600,PBANKA_1309400,-3.74
TGGT1_270770,PF3D7_0610200,PBANKA_0108700,-3.73
TGGT1_215090,#N/A,#N/A,-3.73
TGGT1_218960,#N/A,#N/A,-3.73
TGGT1_258680,PF3D7_0506200,PBANKA_1105800,-3.73
TGGT1_268910,PF3D7_1320400,PBANKA_1418700,-3.73
TGGT1_292080,PF3D7_0622800,PBANKA_1121700,-3.73
TGGT1_232830,#N/A,#N/A,-3.73
TGGT1_248950,PF3D7_1368700,PBANKA_1144600,-3.72
TGGT1_234360,PF3D7_0510500,PBANKA_1110100,-3.72
TGGT1_226980,PF3D7_0618200,PBANKA_1117400,-3.72
TGGT1_359590,#N/A,#N/A,-3.72
TGGT1_233170,PF3D7_0934200,PBANKA_0835000,-3.72
TGGT1_273330,#N/A,#N/A,-3.72
TGGT1_217460,PF3D7_1331700,PBANKA_1346600,-3.72
TGGT1_277220,#N/A,#N/A,-3.71
TGGT1_224050,#N/A,#N/A,-3.71
TGGT1_236580,PF3D7_1123900,PBANKA_0924400,-3.71
TGGT1_244310,PF3D7_0524400,PBANKA_1239200,-3.71
TGGT1_261955A,#N/A,#N/A,-3.71
TGGT1_253970,#N/A,#N/A,-3.71
TGGT1_228490,PF3D7_1323900,PBANKA_1339100,-3.71
TGGT1_240740,PF3D7_0613700,PBANKA_0112000,-3.7
TGGT1_242700,#N/A,#N/A,-3.7
TGGT1_290005,PF3D7_0518300,PBANKA_1233100,-3.7
TGGT1_216010,#N/A,#N/A,-3.7
TGGT1_226810,#N/A,#N/A,-3.7
TGGT1_287270,#N/A,#N/A,-3.7
TGGT1_238950,PF3D7_0511200,PBANKA_1110700,-3.7
TGGT1_300160,#N/A,#N/A,-3.7
TGGT1_238400,#N/A,#N/A,-3.7
TGGT1_201790,PF3D7_1307800,PBANKA_1406300,-3.7
TGGT1_248370,PF3D7_0512000,PBANKA_1111600,-3.7
TGGT1_219460,#N/A,#N/A,-3.7
TGGT1_314460,#N/A,#N/A,-3.69
TGGT1_320140,PF3D7_1426900,PBANKA_1017700,-3.69
TGGT1_201880,PF3D7_0622600,PBANKA_1121500,-3.68
TGGT1_207110,#N/A,#N/A,-3.68
TGGT1_306670,PF3D7_1439600,PBANKA_1303500,-3.68
TGGT1_288540,#N/A,#N/A,-3.68
TGGT1_224290,#N/A,#N/A,-3.68
TGGT1_217010,PF3D7_1031600,PBANKA_0515400,-3.68
TGGT1_205558,#N/A,#N/A,-3.68
TGGT1_239410,PF3D7_1235300,PBANKA_1449900,-3.68
TGGT1_264485,#N/A,#N/A,-3.67
TGGT1_297320,PF3D7_1005900,PBANKA_1204100,-3.67
TGGT1_214520,PF3D7_1244200,PBANKA_1457500,-3.67
TGGT1_220090,PF3D7_1421000,PBANKA_1022200,-3.67
TGGT1_290160,PF3D7_1451800,PBANKA_1315500,-3.67
TGGT1_313180,PF3D7_1114700,PBANKA_0933000,-3.67
TGGT1_232080,#N/A,#N/A,-3.67
TGGT1_305950,#N/A,#N/A,-3.67
TGGT1_263300,PF3D7_1432100,PBANKA_1012800,-3.67
TGGT1_261030,PF3D7_1139700,PBANKA_0909300,-3.66
TGGT1_304890,PF3D7_0928400,PBANKA_0829200,-3.66
TGGT1_212940,#N/A,#N/A,-3.66
TGGT1_320050,PF3D7_1424100,PBANKA_1019500,-3.66
TGGT1_312500,PF3D7_1305000,PBANKA_1403500,-3.66
TGGT1_202230,#N/A,#N/A,-3.66
TGGT1_285895,#N/A,#N/A,-3.66
TGGT1_269450,#N/A,#N/A,-3.66
TGGT1_288900,#N/A,#N/A,-3.66
TGGT1_269430,PF3D7_0202700,PBANKA_0300800,-3.66
TGGT1_225730,PF3D7_1303000,PBANKA_1401500,-3.65
TGGT1_245650,#N/A,#N/A,-3.65
TGGT1_245680,PF3D7_1426000,PBANKA_1018600,-3.65
TGGT1_301390,PF3D7_1405800,PBANKA_1036400,-3.65
TGGT1_201700,#N/A,#N/A,-3.65
TGGT1_246670,#N/A,#N/A,-3.64
TGGT1_221522,PF3D7_1134800,PBANKA_0913700,-3.64
TGGT1_218210,#N/A,#N/A,-3.64
TGGT1_297810,PF3D7_0915700,PBANKA_0816700,-3.64
TGGT1_232815,PF3D7_1002500,PBANKA_1200900,-3.64
TGGT1_309790,PF3D7_0502700,PBANKA_1102400,-3.64
TGGT1_292020,PF3D7_1208200,PBANKA_0606700,-3.64
TGGT1_301120,PF3D7_1450900,PBANKA_1314600,-3.63
TGGT1_256950,#N/A,#N/A,-3.63
TGGT1_222410,PF3D7_0824700,PBANKA_0705900,-3.63
TGGT1_318370,#N/A,#N/A,-3.63
TGGT1_223440,#N/A,#N/A,-3.62
TGGT1_232540,PF3D7_0815300,PBANKA_1422300,-3.62
TGGT1_210490,PF3D7_1133500,PBANKA_0914900,-3.62
TGGT1_312240,#N/A,#N/A,-3.62
TGGT1_293840,#N/A,#N/A,-3.62
TGGT1_222040,PF3D7_1346200,PBANKA_1359100,-3.62
TGGT1_215690,#N/A,#N/A,-3.62
TGGT1_295690,PF3D7_0204900,PBANKA_0302700,-3.62
TGGT1_274000,#N/A,#N/A,-3.62
TGGT1_213800,PF3D7_1451700,PBANKA_1315400,-3.62
TGGT1_207820,PF3D7_1113900,PBANKA_0933700,-3.61
TGGT1_260270,#N/A,#N/A,-3.61
TGGT1_314690,#N/A,#N/A,-3.61
TGGT1_203760,#N/A,#N/A,-3.61
TGGT1_294740,#N/A,#N/A,-3.61
TGGT1_267720,#N/A,#N/A,-3.61
TGGT1_297230,PF3D7_0727000,PBANKA_0211100,-3.61
TGGT1_256970,PF3D7_1311900,PBANKA_1410400,-3.61
TGGT1_221320,#N/A,#N/A,-3.6
TGGT1_247000,PF3D7_1241900,PBANKA_1455300,-3.6
TGGT1_251950,#N/A,#N/A,-3.6
TGGT1_313970,PF3D7_0503900,PBANKA_1103500,-3.6
TGGT1_296010,#N/A,#N/A,-3.6
TGGT1_285200,PF3D7_1438500,PBANKA_1302400,-3.6
TGGT1_224928,#N/A,#N/A,-3.59
TGGT1_315620,PF3D7_0106100,PBANKA_0207200,-3.59
TGGT1_311500,PF3D7_1237000,PBANKA_1451600,-3.59
TGGT1_228320,PF3D7_1241300,PBANKA_1454700,-3.59
TGGT1_271810,PF3D7_1427900,PBANKA_1016700,-3.59
TGGT1_274150,#N/A,#N/A,-3.59
TGGT1_221330,PF3D7_1223300,PBANKA_1438200,-3.59
TGGT1_231190,PF3D7_0415000,PBANKA_0717000,-3.59
TGGT1_216580,#N/A,#N/A,-3.59
TGGT1_263550,PF3D7_0315500,PBANKA_0413300,-3.59
TGGT1_213000,PF3D7_1463200,PBANKA_1326800,-3.59
TGGT1_257180,PF3D7_0605800,PBANKA_0104600,-3.59
TGGT1_257980,#N/A,#N/A,-3.59
TGGT1_212960B,#N/A,#N/A,-3.59
TGGT1_207180,PF3D7_1363700,PBANKA_1139700,-3.59
TGGT1_289680,PF3D7_1320600,PBANKA_1418900,-3.58
TGGT1_242840,PF3D7_1339400,PBANKA_1352800,-3.58
TGGT1_209970,#N/A,#N/A,-3.58
TGGT1_239340,#N/A,#N/A,-3.58
TGGT1_273630,PF3D7_1356700,PBANKA_1133000,-3.58
TGGT1_217470,#N/A,#N/A,-3.58
TGGT1_240990,#N/A,#N/A,-3.58
TGGT1_244840,PF3D7_0508600,PBANKA_1108200,-3.58
TGGT1_312260,#N/A,#N/A,-3.58
TGGT1_214240,#N/A,#N/A,-3.58
TGGT1_258130,PF3D7_0513800,PBANKA_1113500,-3.58
TGGT1_267340,PF3D7_1007600,PBANKA_1205800,-3.58
TGGT1_318140,PF3D7_0323700,PBANKA_1214800,-3.58
TGGT1_222020,#N/A,#N/A,-3.58
TGGT1_315127,#N/A,#N/A,-3.57
TGGT1_311410,PF3D7_1027100,PBANKA_0511200,-3.57
TGGT1_255690,PF3D7_0209300,PBANKA_0306400,-3.57
TGGT1_232210,#N/A,#N/A,-3.57
TGGT1_239690,PF3D7_1214400,PBANKA_1430200,-3.57
TGGT1_207710,PF3D7_1315600,PBANKA_1414100,-3.57
TGGT1_268370,#N/A,#N/A,-3.56
TGGT1_214200,#N/A,#N/A,-3.56
TGGT1_254370,PF3D7_1138400,PBANKA_0910300,-3.56
TGGT1_243280A,#N/A,#N/A,-3.56
TGGT1_252270,#N/A,#N/A,-3.56
TGGT1_266730,PF3D7_0828200,PBANKA_0702500,-3.56
TGGT1_311030,#N/A,#N/A,-3.56
TGGT1_315460,#N/A,#N/A,-3.56
TGGT1_278950,PF3D7_1107000,PBANKA_0939900,-3.56
TGGT1_213930,#N/A,#N/A,-3.56
TGGT1_306410,#N/A,#N/A,-3.55
TGGT1_215610,PF3D7_1141200,PBANKA_0907800,-3.55
TGGT1_227610,#N/A,#N/A,-3.55
TGGT1_229450,#N/A,#N/A,-3.55
TGGT1_292360,#N/A,#N/A,-3.55
TGGT1_259850,PF3D7_1135500,PBANKA_0913100,-3.55
TGGT1_259550,PF3D7_0810800,PBANKA_1426700,-3.55
TGGT1_278870,#N/A,#N/A,-3.55
TGGT1_237090,#N/A,#N/A,-3.54
TGGT1_233905,#N/A,#N/A,-3.54
TGGT1_261540,PF3D7_1415200,PBANKA_1027500,-3.54
TGGT1_294770,PF3D7_1456700,PBANKA_1320400,-3.54
TGGT1_263390,#N/A,#N/A,-3.54
